SYMBOL,SERIES,OPEN,CLOSE,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
1018GS2026,GS,100.96,107.51,106.05,3,315.98,3,IN0020010081
20MICRONS,EQ,77.6,76.5,76.6,189683,14819830.45,2232,INE144J01027
21STCENMGM,EQ,28.65,,28.1,490,14038.5,14,INE253B01015
3IINFOLTD,EQ,57.6,,57.15,1141592,65834349.7,7688,INE748C01038
3MINDIA,EQ,20198,,20040.9,5094,103747442.2,2843,INE470A01017
3PLAND,BE,15.7,,16,12822,195654.15,59,INE105C01023
563GS2026,GS,100.9,,96.1,80,8072,2,IN0020210012
5PAISA,EQ,367,,362.35,38784,14192004.15,2676,INE618L01018
63MOONS,BE,220,,220.25,47765,10349864.25,783,INE111B01023
667GS2050,GS,96.5,,96.5,6710,646187.98,11,IN0020200252
676GS2061,GS,96.15,,96,5456,528536.4,6,IN0020200401
699GS2051,GS,103.94,,102.65,32,3225.75,6,IN0020210194
727GS2026,GS,105,56.15,101,300,31500,4,IN0020190016
817GS2044,GS,114,20250.35,118.65,1,114,1,IN0020140078
A2ZINFRA,EQ,9.9,15.6,10.05,255090,2558486.55,564,INE619I01012
AAATECH,SM,71,100.9,70.7,3000,213000,1,INE0D0U01013
AAKASH,BE,25.5,100.9,25,234779,5872105.1,569,INE087Z01024
AAREYDRUGS,EQ,43.35,100.9,42.7,56957,2435924.2,724,INE198H01019
AARON,EQ,108.95,100.9,110.05,5404,615197.4,162,INE721Z01010
AARTIDRUGS,EQ,452,100.9,451.25,122858,55112099,5057,INE767A01016
AARTIIND,EQ,915.4,100.9,908.35,426212,388974328.6,18537,INE769A01020
AARTISURF,EQ,777.95,833,767.15,179156,154163629.3,13439,INE09EO01013
AARVEEDEN,EQ,25.85,24.8,25.05,13682,342921.35,227,INE273D01019
AARVI,EQ,90.2,89.8,90.05,15503,1393215.65,129,INE754X01016
AAVAS,EQ,2365,2312.4,2342.25,155879,362050547.2,29044,INE216P01012
ABAN,EQ,51,49.05,50.35,252386,12544337.85,2555,INE421A01028
ABB,EQ,2089.95,2050.8,2077.15,512732,1054740539,13654,INE117A01022
ABBOTINDIA,EQ,16670,16642.05,16685.6,10867,182063842.1,4204,INE358A01014
ABCAPITAL,EQ,109,109.4,108.95,2494590,273170403.9,14929,INE674K01013
ABCOTS,SM,48.3,48.25,48.8,56000,2740600,9,INE08PH01015
ABFRL,EQ,291.95,289.55,288.7,2132897,613122779.4,21007,INE647O01011
ABMINTLLTD,EQ,94.85,92.05,92.8,314,29263.8,33,INE251C01025
ABSLAMC,EQ,503,506.15,501.9,162647,82245597.65,4689,INE404A01024
ABSLBANETF,EQ,42.5,36.01,36.1,3062,111208.32,156,INF209KB17D5
ABSLNN50ET,EQ,36.1,41.66,41.26,2738,114363.32,58,INF209KB16D7
ACC,EQ,2064.1,2069.75,2058.3,232620,480615332.5,15847,INE012A01025
ACCELYA,EQ,1005,983.45,995.65,21728,21626558.4,2462,INE793A01012
ACCORD,SM,25.3,25.3,26.6,4000,101200,2,INE113X01015
ACCURACY,EQ,254.25,247.9,246.35,134848,34302765.7,3306,INE648Z01015
ACE,EQ,222,220.35,214.7,456727,101367608.9,10352,INE731H01025
ACRYSIL,EQ,787.55,782.05,787.55,45394,35747764.7,3570,INE482D01024
ADANIENT,EQ,1848.05,1811,1831.55,1553366,2833016751,29291,INE423A01024
ADANIGREEN,EQ,1884.4,1921.4,1877.45,834792,1598222647,37385,INE364U01010
ADANIPORTS,EQ,747.95,733.75,739.15,4698808,3479160167,76232,INE742F01042
ADANIPOWER,EQ,124.7,130.2,123.75,66120008,8635438510,207089,INE814H01011
ADANITRANS,EQ,2368.3,2406.7,2338.05,762205,1834663911,22333,INE931S01010
ADFFOODS,EQ,738,733.45,734,10275,7592774.15,963,INE982B01019
ADL,BE,45.6,45.65,47.9,631,29099.45,23,INE0CHO01012
ADORWELD,EQ,648,633.9,641.35,5788,3714779,328,INE045A01017
ADROITINFO,BE,12.15,11.95,12.4,21663,260920.95,76,INE737B01033
ADSL,EQ,122.5,119.5,121.85,110569,13430352.75,1615,INE102I01027
ADVANIHOTR,EQ,92.5,92.95,91,1587001,153371972.8,18770,INE199C01026
ADVENZYMES,EQ,307.6,302.05,305.95,143173,43546992.9,7756,INE837H01020
AEGISCHEM,EQ,206.45,201.8,205,660527,134441327.1,7763,INE208C01025
AFFLE,EQ,1235,1220.7,1224.55,257774,316228414.3,16602,INE00WC01027
AGARIND,EQ,580.6,585,578.15,137814,81950048.9,12464,INE204E01012
AGRITECH,EQ,112.35,112.35,107,5869,659382.15,76,INE449G01018
AGROPHOS,EQ,24,24.85,23.9,127670,3157427.9,641,INE740V01019
AGSTRA,EQ,102.95,100.85,101.9,460937,46989057.9,3651,INE583L01014
AHLADA,EQ,116.55,113.7,113.05,31969,3647798.65,436,INE00PV01013
AHLEAST,EQ,201.9,195.45,199.9,2205,436023.55,73,INE926K01017
AHLUCONT,EQ,400.35,407.1,400.35,11988,4912196.35,880,INE758C01029
AIAENG,EQ,1716.2,1708.05,1715.95,10383,17788626.2,3428,INE212H01026
AILIMITED,SM,21.15,20.2,20.15,6000,124050,2,INE0CAJ01017
AIRAN,EQ,19.95,19.85,19.65,151808,3002687.5,706,INE645W01026
AIROLAM,EQ,68.65,72.1,69.65,38598,2836509.05,580,INE801L01010
AIRTELPP,E1,350.15,348.75,353,432821,150182897.5,2287,IN9397D01014
AISL,SM,53,53,52,1200,63600,1,INE635Y01015
AJANTPHARM,EQ,1938.75,1953.8,1937.4,44569,87745965.5,6095,INE031B01049
AJMERA,EQ,339,325.8,330.65,28211,9332774.15,1262,INE298G01027
AJOONI,EQ,60.45,59.7,60.55,30909,1861244.75,283,INE820Y01013
AJRINFRA,BE,2.1,2,2.05,938162,1920157.45,983,INE181G01025
AKASH,BE,76.95,76.95,80.95,55957,4305891.15,158,INE737W01013
AKG,EQ,39.55,37.65,39.35,18930,720787.7,158,INE00Y801016
AKSHARCHEM,EQ,381.55,379.4,380.15,7914,3009534.2,277,INE542B01011
AKSHOPTFBR,EQ,10.8,10.65,10.95,311743,3377459.85,692,INE523B01011
AKZOINDIA,EQ,1947,1947,1947,3903,7568649.9,1142,INE133A01011
ALANKIT,EQ,14.1,13.9,13.95,494859,6883674.95,1216,INE914E01040
ALBERTDAVD,EQ,553.35,550.45,553.35,16671,9145196.4,994,INE155C01010
ALEMBICLTD,EQ,81.8,80.05,81.2,219418,17709085,3418,INE426A01027
ALICON,EQ,733.25,723.95,733.25,5116,3736725.75,775,INE062D01024
ALKALI,BE,79.1,80.55,81.8,18001,1461211.35,132,INE773I01017
ALKEM,EQ,3560,3649.25,3550.55,173064,630640864.4,19866,INE540L01014
ALKYLAMINE,EQ,2905,2909.45,2898.75,42182,122555413.9,6725,INE150B01039
ALLCARGO,EQ,326.05,331.75,324.75,484742,161932828.7,14972,INE418H01029
ALLSEC,EQ,536.8,534.7,536.65,19145,10292690,902,INE835G01018
ALMONDZ,EQ,104.95,103.15,100.6,22837,2386679.45,1050,INE326B01027
ALOKINDS,EQ,25.75,26.4,25.6,19571384,515890382.4,19367,INE270A01029
ALPA,EQ,74.25,74.05,74.25,18629,1389517.7,399,INE385I01010
ALPHAGEO,EQ,344.5,335.8,340.15,47662,16158439.05,4586,INE137C01018
ALPSINDUS,EQ,2.6,2.6,2.5,5649,14687.4,10,INE093B01015
AMARAJABAT,EQ,581.9,576.6,578.65,732574,426030686.5,18096,INE885A01032
AMBER,EQ,3674.9,3668.2,3625.35,86414,321576756.6,19246,INE371P01015
AMBICAAGAR,EQ,28.05,28.95,28.55,35249,1024259.45,255,INE792B01012
AMBIKCO,EQ,2525,2529.75,2532.95,22484,57563083.75,4142,INE540G01014
AMBUJACEM,EQ,303,297.85,300.9,4697043,1403602215,54232,INE079A01024
AMDIND,EQ,49.95,47.4,48.1,64218,3124500.7,958,INE005I01014
AMIORG,EQ,901,894.1,896.6,131097,118912083.1,7530,INE00FF01017
AMJLAND,EQ,33.15,33.95,32.15,96193,3259754.75,845,INE606A01024
AMJUMBO,SM,6.1,6.1,6.35,8000,48800,1,INE749Y01014
AMRUTANJAN,EQ,841,842.75,840.6,21449,18327932.85,3077,INE098F01031
ANANDRATHI,EQ,590,588.35,586.7,77295,45726788.95,3376,INE463V01026
ANANTRAJ,EQ,66,65.4,65.95,311789,20638338,2269,INE242C01024
ANDHRACEMT,EQ,14.2,13.65,14.05,399480,5509904.9,1309,INE666E01012
ANDHRAPAP,EQ,295.05,292.4,295.05,72159,21153758.45,1605,INE435A01028
ANDHRSUGAR,EQ,155.05,150.85,154.4,481985,73639747.1,5349,INE715B01021
ANDREWYU,EQ,21.25,20.8,21.05,212127,4449177.6,820,INE449C01025
ANGELONE,EQ,1624,1632.05,1613.6,455412,741901825.9,22089,INE732I01013
ANIKINDS,EQ,32.15,30.65,32,19999,625512.95,155,INE087B01017
ANKITMETAL,BE,9.95,9.95,10.45,60891,605865.45,400,INE106I01010
ANMOL,EQ,212,206.4,206.35,11455,2368196.4,548,INE02AR01019
ANSALAPI,EQ,13.65,14.5,13.85,88753,1278633.15,114,INE436A01026
ANSALHSG,BE,7.45,7.5,7.45,73669,554236.05,165,INE880B01015
ANTGRAPHIC,BE,1.65,1.65,1.7,329157,543109.05,602,INE414B01021
ANUP,EQ,851,839.95,841.7,8043,6818385.2,1167,INE294Z01018
ANURAS,EQ,872.4,880.4,864.45,164039,145027597.5,6462,INE930P01018
APARINDS,EQ,666,655.45,664.85,22244,14734266.7,2313,INE372A01015
APCL,EQ,266.05,258.35,263.7,22504,5909305.4,983,INE071F01012
APCOTEXIND,EQ,365.95,365.6,364.1,22728,8299574.45,1156,INE116A01032
APEX,EQ,295,286.45,292.7,75152,21797177.75,2942,INE346W01013
APLAPOLLO,EQ,946.45,908.7,938.05,502753,465549931.9,16976,INE702C01027
APLLTD,EQ,736.2,737.1,735.7,148303,109395856.4,5234,INE901L01018
APOLLO,BE,124.5,123.3,123.65,37645,4660315.2,556,INE713T01010
APOLLOHOSP,EQ,4697.5,4608.2,4677.6,896055,4149976648,87436,INE437A01024
APOLLOPIPE,EQ,522,507.3,508,84506,43854197.85,6327,INE126J01016
APOLLOTYRE,EQ,190.5,189.15,190.05,1612579,306267477.3,16217,INE438A01022
APOLSINHOT,EQ,799,771.8,780.85,3565,2767734.75,213,INE451F01024
APTECHT,EQ,353.6,355.15,353.6,577437,206727141.9,26213,INE266F01018
APTUS,EQ,361.05,335,360.6,785982,273227947,27703,INE852O01025
ARCHIDPLY,EQ,40.95,41.45,40.45,44951,1886588.05,649,INE877I01016
ARCHIES,EQ,19.95,18.95,19.45,53579,1028880.55,472,INE731A01020
ARENTERP,BE,36.75,34.95,36,1845,65976.9,25,INE610C01014
ARIES,EQ,153,148,152.35,61182,9090124.5,2329,INE298I01015
ARIHANTCAP,EQ,404,410.2,408.15,39737,16193110.7,1870,INE420B01028
ARIHANTSUP,EQ,132.85,129.45,130.5,161486,21004844.1,1096,INE643K01018
ARMANFIN,EQ,962.25,943.05,954.25,5342,5021872.25,946,INE109C01017
AROGRANITE,EQ,62.8,59.6,60.25,80633,4794508.2,786,INE210C01013
ARROWGREEN,EQ,102.65,102.2,102.25,12103,1237004.55,162,INE570D01018
ARSHIYA,EQ,31.4,30,30.95,1141752,34947731.6,2970,INE968D01022
ARSSINFRA,BE,27.8,27.8,28.3,12275,337918.3,79,INE267I01010
ARTEMISMED,EQ,38.85,39.2,38.85,108005,4184225.05,240,INE025R01021
ARTNIRMAN,BE,79.25,80.1,83.4,224545,17884045.1,247,INE738V01013
ARVEE,EQ,125.6,130.95,132.45,9109,1216498.35,369,INE006Z01016
ARVIND,EQ,118.25,118.8,117.8,1177321,140909967.1,10485,INE034A01011
ARVINDFASN,EQ,287,287.25,283.7,432257,125774929.1,12986,INE955V01021
ARVSMART,EQ,199,203.75,200.3,34717,7071344.15,828,INE034S01021
ASAHIINDIA,EQ,435.5,422.85,435.1,161577,69313451.35,6628,INE439A01020
ASAHISONG,EQ,266.85,260.3,262.35,24430,6398309.25,665,INE228I01012
ASAL,BE,415.45,436.15,415.4,174931,72497857.1,5305,INE900C01027
ASALCBR,EQ,493.5,491.3,492.65,49142,24477267.45,3352,INE073G01016
ASHAPURMIN,EQ,106.75,124.9,104.1,1925056,232807456,11916,INE348A01023
ASHIANA,EQ,138.1,135.8,137.7,58906,8067950.4,1509,INE365D01021
ASHIMASYN,EQ,15.85,15.5,15.8,123766,1936531.7,342,INE440A01010
ASHOKA,EQ,91,89.65,90.65,713712,64423741.7,5291,INE442H01029
ASHOKLEY,EQ,112.95,112.15,112.2,13156064,1477395194,47513,INE208A01029
ASIANENE,EQ,118.65,115.25,118.3,66759,7813917.6,1568,INE276G01015
ASIANHOTNR,EQ,78.35,78.1,77.1,51609,4095977.9,831,INE363A01022
ASIANPAINT,EQ,3060,3016.8,3051.15,948403,2870372395,70875,INE021A01026
ASIANTILES,EQ,109.15,105.9,108.5,314815,33860363.5,4288,INE022I01019
ASPINWALL,EQ,187.45,182.45,185,3670,675881.95,114,INE991I01015
ASTEC,EQ,1682.95,1652.95,1670.05,18213,30335721.8,1032,INE563J01010
ASTERDM,EQ,174.3,171.2,173.6,354125,61655298.65,9159,INE914M01019
ASTRAL,EQ,2030.3,2003.3,2019.65,221539,447099982.1,24932,INE006I01046
ASTRAMICRO,EQ,220,219.7,217.3,521822,116356589.6,8451,INE386C01029
ASTRAZEN,EQ,2630,2611.45,2610.6,10609,27689828.45,2035,INE203A01020
ASTRON,EQ,46.8,45.05,45.7,38425,1745202.35,472,INE646X01014
ATALREAL,SM,106,105.75,110,68800,7336000,43,INE0ALR01011
ATFL,EQ,826.55,808.05,823.1,4640,3788970.55,405,INE209A01019
ATGL,EQ,1889,1898,1883.95,411440,774521272.5,19158,INE399L01023
ATLANTA,BE,21.85,21.55,21.85,23734,511830.85,184,INE285H01022
ATUL,EQ,9965,9686.95,9972.25,42167,412192989.2,8034,INE100A01010
ATULAUTO,EQ,170.5,169.25,170.3,75402,12850563.25,1602,INE951D01028
AUBANK,EQ,1201.05,1235.75,1196.05,1841322,2261733205,58704,INE949L01017
AURIONPRO,EQ,293.85,289.5,290.25,44666,13084584.5,1351,INE132H01018
AUROPHARMA,EQ,687.35,692.5,687.5,3137915,2181796062,65817,INE406A01037
AURUM,EQ,116,114.65,113.75,178746,20647020.15,2474,INE898S01029
AUSOMENT,EQ,64.95,64.3,64.1,3442,222872.7,183,INE218C01016
AUTOAXLES,EQ,1648,1597.8,1621.2,23404,37306091.65,4205,INE449A01011
AUTOIND,BE,55.85,56.55,53.9,19482,1097031.5,252,INE718H01014
AVADHSUGAR,EQ,763.5,748.25,759.05,65432,49544346.4,5179,INE349W01017
AVANTIFEED,EQ,439,432.45,437.6,202443,88059015.5,16420,INE871C01038
AVTNPL,EQ,119.4,118.55,118.5,305367,36641869.05,6082,INE488D01021
AWHCL,EQ,282,279.25,281.2,157768,44671562.3,5523,INE01BK01022
AWL,EQ,393.8,397.25,393.1,30739072,12480330800,402724,INE699H01024
AXISBANK,EQ,736.1,726.75,731.4,5886245,4307357804,114951,INE238A01034
AXISBNKETF,EQ,369.31,362.25,363.72,542,197961.66,44,INF846K01X63
AXISBPSETF,EQ,10.51,10.55,10.51,4122060,43481959.44,9574,INF846K01Z04
AXISCADES,BE,102.45,104.75,102.25,49364,5169549.75,323,INE555B01013
AXISCETF,EQ,68.1,67.57,68.48,737,49938.87,40,INF846K016C7
AXISGOLD,EQ,43.81,44.15,44.04,37778,1662818.66,1881,INF846K01W80
AXISHCETF,EQ,84.5,83.73,82.96,6041,505832.97,138,INF846K01Z12
AXISNIFTY,EQ,181.5,181.77,181.97,3082,560874.75,159,INF846K01W98
AXISTECETF,EQ,361,365,364.75,1071,392327.05,58,INF846K01Y96
AYMSYNTEX,EQ,110.95,115.85,109.45,111890,12877933.45,1796,INE193B01039
BAFNAPH,EQ,129.2,128.9,129.2,1632,209785.1,116,INE878I01022
BAGFILMS,BE,6.3,5.85,6.05,149994,914387.5,243,INE116D01028
BAJAJ-AUTO,EQ,3664.95,3601.5,3656.45,281347,1019364911,23181,INE917I01010
BAJAJCON,EQ,161,158.6,160.2,385631,61451873.25,9024,INE933K01021
BAJAJELEC,EQ,1043.5,1063,1038.05,189971,201410274.3,13595,INE193E01025
BAJAJFINSV,BL,16400,16400,17855,55200,905280000,2,INE918I01018
BAJAJFINSV,EQ,16600,16407.35,16494.6,229079,3784758826,40329,INE918I01018
BAJAJHCARE,EQ,370,363.75,367.1,70539,25690506.15,4702,INE411U01027
BAJAJHIND,EQ,15.55,15.15,15.45,3702958,56769941.8,5402,INE306A01021
BAJAJHLDNG,EQ,5037,5046.2,5012.6,19796,99172000.35,3376,INE118A01012
BAJFINANCE,EQ,7050,7004.8,6985.8,1176750,8275427484,87121,INE296A01024
BALAJITELE,EQ,74.65,74.2,74.3,306636,22992403.5,3621,INE794B01026
BALAMINES,EQ,3100,3090.9,3081.65,58374,181611168.1,9131,INE050E01027
BALAXI,EQ,387.05,391.85,389.9,2449,965903.75,156,INE618N01014
BALKRISHNA,BE,53.05,53.1,50.6,29687,1571664.7,232,INE875R01011
BALKRISIND,EQ,2069.35,2068.05,2050.45,182251,375748724.8,18491,INE787D01026
BALLARPUR,BZ,1.15,1.15,1.2,5391923,6208467.9,1260,INE294A01037
BALMLAWRIE,EQ,118.9,117.85,117.85,211142,25042746.55,3175,INE164A01016
BALPHARMA,EQ,120,117,120,37083,4370477.5,1529,INE083D01012
BALRAMCHIN,EQ,494,494.45,491.4,3258594,1612696838,57765,INE119A01028
BANARBEADS,EQ,91.1,88.35,90.5,21845,1955313,629,INE655B01011
BANARISUG,EQ,2457.15,2390.8,2413.2,1098,2648049.9,228,INE459A01010
BANCOINDIA,EQ,144.8,143.55,144.05,90408,13107070.7,2083,INE213C01025
BANDHANBNK,EQ,305.55,303.1,303.3,9696403,2960884919,84852,INE545U01014
BANG,EQ,34.5,32.6,33.9,15925,526589.6,145,INE863I01016
BANKA,BE,70.1,72.55,69.3,11465,831867.45,73,INE862Y01015
BANKBARODA,EQ,107.25,106.25,106.8,27104882,2908970366,59503,INE028A01039
BANKBEES,EQ,372.5,363.38,365.95,888066,324880836,10970,INF204KB15I9
BANKINDIA,EQ,48.05,47.3,47.8,3644054,174136066.2,9240,INE084A01016
BANSWRAS,EQ,226.5,222.8,226.5,33903,7614471.85,945,INE629D01012
BARBEQUE,EQ,1310,1283.6,1285.25,69277,90517688.9,9378,INE382M01027
BARTRONICS,BZ,6.75,6.6,6.9,21247,141376.7,79,INE855F01034
BASF,EQ,2919.95,2951.8,2919.8,22221,65557256.15,3643,INE373A01013
BASML,EQ,84,83.05,83.4,406863,34001065.25,8742,INE186H01022
BATAINDIA,EQ,1953.7,1925.7,1936.05,522866,1009043716,31016,INE176A01028
BAYERCROP,EQ,4677.85,4680.45,4677.85,12845,60052729.55,4103,INE462A01022
BBETF0432,EQ,1005,1007.21,1008.85,501,505380.94,14,INF754K01OB1
BBL,EQ,1833.7,1801.15,1824.55,13737,25199329.05,2334,INE464A01028
BBOX,EQ,814.55,798.55,798.75,7354,5886814.65,551,INE676A01019
BBTC,EQ,943.95,911.75,933.15,58658,54296850.65,4754,INE050A01025
BBTCL,SM,240.2,245,246,10000,2402300,9,INE01EE01011
BCG,EQ,81.95,81.95,78.05,454948,37282988.6,2054,INE425B01027
BCLIND,BE,525,505.3,507.85,67663,35013743.9,1635,INE412G01016
BCONCEPTS,EQ,70.5,66.7,68.75,3788,258307.65,123,INE977Y01011
BCP,BE,5,4.85,4.95,197173,962159.5,475,INE905P01028
BDL,EQ,581.6,569.6,575.35,809154,470035137.5,28647,INE171Z01018
BEARDSELL,EQ,16.5,16.8,16.4,116549,1909574.45,345,INE520H01022
BECTORFOOD,EQ,303.4,298.55,302.15,69624,20922476.7,2377,INE495P01012
BEDMUTHA,EQ,68.6,69.3,69.25,7517,521396.95,111,INE844K01012
BEL,EQ,213.9,207.4,209.8,11093258,2324510905,70076,INE263A01024
BEML,EQ,1559.95,1534.5,1547.3,64197,99215529.85,5329,INE258A01016
BEPL,EQ,141,137.8,131.05,2616275,361101181.3,22459,INE922A01025
BERGEPAINT,EQ,691,683,697.65,759093,522729322.3,27927,INE463A01038
BESTAGRO,EQ,921,918.4,911.4,50525,46427039.2,1176,INE052T01013
BETA,SM,554.9,559.95,548.1,800,446300,4,INE351Y01019
BEWLTD,SM,839.95,829.7,820.15,4500,3773250,16,INE0HQI01014
BFINVEST,EQ,287.55,290.9,286.1,22582,6597718.2,1173,INE878K01010
BFUTILITIE,EQ,341,335.9,339.25,193120,66003175.15,5757,INE243D01012
BGRENERGY,EQ,89.85,87.9,88.55,231862,20470535.45,2202,INE661I01014
BHAGCHEM,EQ,998.6,1011.6,998.1,40043,41349303,1431,INE414D01019
BHAGERIA,EQ,245,240.15,244.1,27270,6652802.05,1164,INE354C01027
BHAGYANGR,EQ,48.95,48.5,48.25,63686,3142308.35,592,INE458B01036
BHAGYAPROP,EQ,33.8,34.15,33.95,13219,455557.45,445,INE363W01018
BHANDARI,BE,8.55,8.05,8.35,358137,2892891.8,1009,INE474E01029
BHARATFORG,EQ,696.75,680.85,689.5,1081529,739690587.8,32352,INE465A01025
BHARATGEAR,EQ,150.8,145.65,148.55,21718,3183688.25,677,INE561C01019
BHARATRAS,EQ,12633,12435.45,12585.2,2291,28853001.7,812,INE838B01013
BHARATWIRE,EQ,67.9,66.05,67.65,67364,4543178.4,504,INE316L01019
BHARTIARTL,EQ,719.25,704.95,719.25,7974713,5633501331,128384,INE397D01024
BHEL,EQ,51.4,51.25,51,37287036,1936551139,62695,INE257A01026
BIGBLOC,EQ,73.55,73.95,72.2,185862,13520575.9,1144,INE412U01025
BIL,EQ,272.15,271.7,273.75,9247,2509115.55,419,INE828A01016
BINDALAGRO,EQ,24,23.7,24.05,258378,6255813.45,1378,INE143A01010
BIOCON,EQ,336,337.2,334.7,2868421,971774827.4,30774,INE376G01013
BIOFILCHEM,EQ,64,62.25,62.9,23554,1473076.7,525,INE829A01014
BIRET,RR,303.51,303.76,303.51,265890,80722969.28,1767,INE0FDU25010
BIRLACABLE,EQ,160.5,165.95,160.3,1700910,291605791.3,20415,INE800A01015
BIRLACORPN,EQ,1082,1050.35,1070.2,193689,205879742.8,12408,INE340A01012
BIRLAMONEY,EQ,63.9,61.6,62.25,59444,3686307.3,1128,INE865C01022
BIRLATYRE,EQ,22.5,22.1,22.1,170196,3779793.25,922,INE0AEJ01013
BKMINDST,BZ,2.5,2.5,2.6,44062,110155,138,INE831Q01016
BLBLIMITED,BE,24.3,23.6,23.5,10643,250991.45,131,INE791A01024
BLISSGVS,EQ,73,71.85,72.2,688152,50264907.6,4337,INE416D01022
BLKASHYAP,EQ,25.5,24.85,25.3,348426,8777212.8,729,INE350H01032
BLS,EQ,236.5,248.8,237.25,867588,215298705.3,21762,INE153T01027
BLUECOAST,EQ,5.6,5.6,5.35,1438,8052.8,3,INE472B01011
BLUEDART,EQ,6248.4,6207.65,6215.7,7181,44601758.05,1660,INE233B01017
BLUESTARCO,EQ,991.4,995.05,984.75,214770,213901444.5,11058,INE472A01039
BMETRICS,SM,424,426,406.1,27600,11710260,19,INE0I3Y01014
BODALCHEM,EQ,108.8,106.85,107.3,739635,80643024.35,9992,INE338D01028
BOMDYEING,EQ,100.8,99,100.05,3438080,346756884.7,19107,INE032A01023
BOROLTD,BE,341.5,338.85,336.35,36132,12282293.5,796,INE02PY01013
BORORENEW,EQ,597,601.6,593.75,392038,239847278.5,12578,INE666D01022
BOSCHLTD,EQ,14400,14188.85,14306.75,21070,300622987.5,5653,INE323A01026
BPCL,EQ,370.9,366.6,368.4,6237729,2294028844,63815,INE029A01011
BPL,EQ,61.3,60.75,60.8,136899,8361706.65,1241,INE110A01019
BRFL,EQ,7.05,7.1,7.1,415403,2975951.4,591,INE589G01011
BRIGADE,EQ,523.1,511.5,510.1,530612,273780457.5,20076,INE791I01019
BRIGHT,SM,5.7,5.85,5.65,144000,840600,43,INE684Z01010
BRITANNIA,EQ,3167.4,3102.25,3158.4,1044283,3252910465,69579,INE216A01030
BRITANNIA,N2,31.35,31.45,31.4,3911,123115.51,61,INE216A07052
BRITANNIA,N3,30.01,30.01,30.01,4737,142179.34,88,INE216A08027
BRNL,BE,31.8,31.75,31.7,41635,1334736.05,353,INE727S01012
BROOKS,EQ,88.3,86.35,89.05,32602,2843445.55,456,INE650L01011
BSE,EQ,966,947.6,955.85,1264269,1210954909,47134,INE118H01025
BSHSL,EQ,417,407.75,431.9,24549,10090538.6,671,INE032Z01012
BSL,EQ,120.8,118,118.1,11776,1393646.3,609,INE594B01012
BSLGOLDETF,EQ,47.42,46.97,46.58,20355,947920.23,150,INF209KB18D3
BSLNIFTY,EQ,19.24,19.18,19.24,2947871,56421050.06,2749,INF209KB19D1
BSLSENETFG,EQ,63,55.27,55.52,1471,81742.9,96,INF209KB10E8
BSOFT,EQ,470.6,467.55,465.9,3919329,1840235937,68526,INE836A01035
BURNPUR,BE,6.8,6.6,6.6,151562,987059.45,488,INE817H01014
BUTTERFLY,EQ,1384.9,1381.25,1378.1,13394,18484008.7,703,INE295F01017
BVCL,BE,23.4,22.3,22.55,4252,93362.9,73,INE139I01011
BYKE,EQ,32.5,32.2,31.85,65607,2126100.3,436,INE319B01014
CADSYS,SM,30.3,30.35,28.95,6000,182000,3,INE090Y01013
CALSOFT,EQ,36.5,36.95,37.35,41751,1538055.35,339,INE526B01014
CAMLINFINE,EQ,141.95,137.6,141.1,307441,43068839.2,5963,INE052I01032
CAMS,EQ,2391,2387.85,2374.8,191979,463066743.6,18623,INE596I01012
CANBK,EQ,227.4,225.3,226,8962738,2037229765,36186,INE476A01014
CANDC,BZ,4.25,4.2,4.25,29264,121240.7,44,INE874H01015
CANFINHOME,EQ,608.7,605,601.55,519551,313910875.2,15864,INE477A01020
CANTABIL,EQ,896.5,903.8,896.2,46830,42540086.65,4441,INE068L01016
CAPACITE,EQ,125,120.75,124.15,161509,19706704.4,2334,INE264T01014
CAPLIPOINT,EQ,714.55,727.25,706.9,119715,86069754.35,5885,INE475E01026
CAPTRUST,EQ,111.95,109.9,110.95,18660,2064461,148,INE707C01018
CARBORUNIV,EQ,774.5,761.55,763.45,74741,57204211.95,4834,INE120A01034
CAREERP,EQ,117.2,116.1,118.85,47941,5642714.55,1013,INE521J01018
CARERATING,EQ,512.9,510.1,510.2,179352,91835750.2,5397,INE752H01013
CARTRADE,EQ,580,613.15,577.65,773590,470816703.9,31424,INE290S01011
CASTROLIND,EQ,104.35,104.8,103.75,7453572,777102822.3,22025,INE172A01027
CCCL,BE,2.65,2.65,2.75,980171,2673188.55,1438,INE429I01024
CCHHL,BE,7.55,7.55,7.55,56135,427150.15,143,INE652F01027
CCL,EQ,392.65,402.75,390.45,296404,118346414.2,10598,INE421D01022
CDSL,EQ,1489.9,1471.95,1482.7,438246,650809610.9,24425,INE736A01011
CEATLTD,EQ,991.8,976.45,987.2,75199,74065882.6,6899,INE482A01020
CEBBCO,EQ,43.75,41.75,42.75,178147,7596321.95,1158,INE209L01016
CELEBRITY,BE,14.85,14.2,14.4,8389,120317.05,51,INE185H01016
CENTENKA,EQ,610,587.5,595.35,146512,88340867.95,7567,INE485A01015
CENTEXT,EQ,11.85,11.35,11.7,213173,2443803.7,796,INE281A01026
CENTRALBK,EQ,19.1,18.85,19,2441553,46445272.1,4609,INE483A01010
CENTRUM,EQ,25.55,25,25.55,363717,9159188.3,1555,INE660C01027
CENTUM,EQ,424.05,455.65,421.4,130910,62184901.2,8785,INE320B01020
